,ECO,fen,moves,opening_name
1596,C40,rnbqkbnr/p1pp2pp/8/1p2pp2/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq,1. e4 e5 2. Nf3 f5 3. Bc4 b5,"Latvian Gambit: Mayet Attack, Strautins Gambit"
1597,C40,rnbqkbnr/pppp2pp/8/4pp2/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq,1. e4 e5 2. Nf3 f5 3. Nc3,Latvian Gambit: Mlotkowski Variation
1598,C40,rnbqkbnr/pppp2pp/8/4pp2/1P2P3/5N2/P1PP1PPP/RNBQKB1R b KQkq,1. e4 e5 2. Nf3 f5 3. b4,Latvian Gambit: Senechaud Gambit
1599,B00,r1bqkbnr/pppppppp/n7/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq,1. e4 Na6,Lemming Defense
1600,B07,r1bqkb1r/pppnpppp/3p1n2/8/3PPP2/2N5/PPP3PP/R1BQKBNR b KQkq,1. e4 d6 2. d4 Nf6 3. Nc3 Nbd7 4. f4,Lion Defense: Anti-Philidor
1601,B07,r1bqkb1r/pppn1ppp/3p1n2/4p3/3PPP2/2N5/PPP3PP/R1BQKBNR w KQkq,1. e4 d6 2. d4 Nf6 3. Nc3 Nbd7 4. f4 e5,"Lion Defense: Anti-Philidor, Lion's Cave"
1602,B07,r1bqkb1r/pp1n1ppp/2p2n2/3p4/2BQPP2/2N2N2/PPP3PP/R1B1K2R w KQkq,1. e4 d6 2. d4 Nf6 3. Nc3 Nbd7 4. f4 e5 5. Nf3 exd4 6. Qxd4 c6 7. Bc4 d5,"Lion Defense: Anti-Philidor, Lion's Cave, Lion Claw Gambit"
1603,B07,r1bqkb1r/pppnpppp/3p1n2/8/3PP1P1/2N5/PPP2P1P/R1BQKBNR b KQkq,1. e4 d6 2. d4 Nf6 3. Nc3 Nbd7 4. g4,Lion Defense: Bayonet Attack
1604,B07,rnbqkb1r/ppp1pppp/3p1n2/8/3PP3/5P2/PPP3PP/RNBQKBNR b KQkq,1. e4 d6 2. d4 Nf6 3. f3,Lion Defense: Lion's Jaw
1605,A48,rnbqkb1r/pppppp1p/5np1/8/3P1B2/5N2/PPP1PPPP/RN1QKB1R b KQkq,1. d4 Nf6 2. Nf3 g6 3. Bf4,London System
1606,D02,rnb1kb1r/pp2pppp/1q3n2/2pp4/3P1B2/2N1PN2/PPP2PPP/R2QKB1R b KQkq,1. d4 Nf6 2. Nf3 d5 3. Bf4 c5 4. e3 Qb6 5. Nc3,London System: Poisoned Pawn Variation
1607,A47,rn1qkb1r/pb1ppppp/1p3n2/2p5/3P4/5NP1/PPP1PPBP/RNBQK2R w KQkq,1. d4 Nf6 2. Nf3 b6 3. g3 Bb7 4. Bg2 c5,Marienbad System
1608,A50,r1bqkb1r/pppppppp/2n2n2/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq,1. d4 Nf6 2. c4 Nc6,Mexican Defense
1609,A50,r1bqkb1r/pppppppp/5n2/3Pn3/2P2P2/8/PP2P1PP/RNBQKBNR b KQkq,1. d4 Nf6 2. c4 Nc6 3. d5 Ne5 4. f4,Mexican Defense: Horsefly Gambit
1610,A00,rnbqkbnr/pppppppp/8/8/8/3P4/PPP1PPPP/RNBQKBNR b KQkq,1. d3,Mieses Opening
1611,A00,rnbqkbnr/pppppp1p/6p1/8/6P1/3P4/PPP1PP1P/RNBQKBNR b KQkq,1. d3 g6 2. g4,Mieses Opening: Myers Spike Attack
1612,A00,rnbqkbnr/pppp1ppp/8/4p3/8/3P4/PPP1PPPP/RNBQKBNR w KQkq,1. d3 e5,Mieses Opening: Reversed Rat
1613,A40,r1bqkbnr/pppppppp/2n5/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq,1. d4 Nc6,Mikenas Defense
1614,A40,r1bqkbnr/pppp1ppp/8/3Pp3/2Pn4/8/PP2PPPP/RNBQKBNR w KQkq,1. d4 Nc6 2. c4 e5 3. d5 Nd4,Mikenas Defense: Cannstatter Variation
1615,A40,r1bqkbnr/ppppnppp/8/3Pp3/2P5/8/PP2PPPP/RNBQKBNR w KQkq,1. d4 Nc6 2. c4 e5 3. d5 Nce7,Mikenas Defense: Lithuanian Variation
1616,A40,r1bqkbnr/pppp1ppp/8/8/2n5/2N5/PP2PPPP/R1BQKBNR w KQkq,1. d4 Nc6 2. c4 e5 3. dxe5 Nxe5 4. Nc3 Nxc4,Mikenas Defense: Pozarek Gambit
1617,B06,rnbqkbnr/pppppp1p/6p1/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq,1. e4 g6,Modern Defense
1618,A40,rnbqkbnr/pppppp1p/6p1/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq,1. d4 g6,"Modern Defense, 1... g6"
1619,A41,rnbqk1nr/ppp1ppbp/3p2p1/8/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq,1. d4 g6 2. c4 Bg7 3. Nc3 d6,"Modern Defense, 2. c4 Bg7 3. Nc3 d6"
1620,B06,rnbqk1nr/pp2ppbp/2pp2p1/8/2BPP3/2N5/PPP1QPPP/R1B1K1NR b KQkq,1. e4 g6 2. d4 Bg7 3. Nc3 c6 4. Bc4 d6 5. Qe2,Modern Defense: Anti-Modern
1621,A41,rnbqk1nr/ppp1ppbp/3p2p1/8/2PPP3/2N5/PP3PPP/R1BQKBNR b KQkq,1. d4 g6 2. c4 Bg7 3. Nc3 d6 4. e4,Modern Defense: Averbakh System
1622,A42,rnbqk2r/ppp1ppbp/3p1np1/8/2PPP3/4BP2/PP4PP/RN1QKBNR b KQkq,1. c4 g6 2. e4 Bg7 3. d4 d6 4. Be3 Nf6 5. f3,"Modern Defense: Averbakh Variation, Pseudo-Saemisch"
1623,A40,rnbqk1nr/pp1pp2p/6p1/2pP1p2/2P5/2P5/P3PPPP/R1BQKBNR w KQkq,1. d4 g6 2. c4 Bg7 3. Nc3 c5 4. d5 Bxc3+ 5. bxc3 f5,Modern Defense: Beefeater Variation
1624,B06,rnbqk1nr/ppppppbp/6p1/8/2BPP3/8/PPP2PPP/RNBQK1NR b KQkq,1. e4 g6 2. d4 Bg7 3. Bc4,Modern Defense: Bishop Attack
1625,B06,rnbqk1nr/p1ppppbp/6p1/1p6/2BPP3/8/PPP2PPP/RNBQK1NR w KQkq,1. e4 g6 2. d4 Bg7 3. Bc4 b5,"Modern Defense: Bishop Attack, Buecker Gambit"
1626,B06,rnbqk1nr/pppp1p1p/4p1p1/8/2BbP3/5Q2/PPP2PPP/RNB1K1NR w KQkq,1. e4 g6 2. Bc4 Bg7 3. Qf3 e6 4. d4 Bxd4,"Modern Defense: Bishop Attack, Monkey's Bum"
1627,A40,rnbqk1nr/pp2pp1p/2P3p1/8/2Pb4/8/PP3PPP/RNBQKBNR w KQkq,1. e4 g6 2. d4 Bg7 3. c4 d5 4. exd5 c6 5. dxc6 Bxd4,Modern Defense: Dunworthy Variation
1628,B06,rnbqkbnr/ppppp2p/6p1/5p2/3PP3/8/PPP2PPP/RNBQKBNR w KQkq,1. e4 g6 2. d4 f5,Modern Defense: Fianchetto Gambit
1629,B06,rnbqk1nr/ppp1ppbp/3p2p1/8/3PP3/2P2N2/PP3PPP/RNBQKB1R b KQkq,1. e4 g6 2. d4 Bg7 3. Nf3 d6 4. c3,Modern Defense: Geller's System
1630,B06,rnbqk1nr/pp2ppb1/2p3p1/3pP2p/3P1P2/2N5/PPP3PP/R1BQKBNR w KQkq,1. e4 g6 2. d4 Bg7 3. Nc3 c6 4. f4 d5 5. e5 h5,Modern Defense: Gurgenidze Defense
1631,A41,r1bqk1nr/ppp1ppbp/2np2p1/8/2PPP3/2N5/PP3PPP/R1BQKBNR w KQkq,1. d4 g6 2. c4 Bg7 3. Nc3 d6 4. e4 Nc6,Modern Defense: Kotov Variation
1632,B06,rnbqk1nr/ppp1ppbp/6p1/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq,1. e4 g6 2. d4 Bg7 3. Nc3 d5,"Modern Defense: Lizard Defense, Mittenberger Gambit"
1633,A40,rnbqkb1r/pppppp1p/5np1/7P/3P4/8/PPP1PPP1/RNBQKBNR b KQkq,1. d4 g6 2. h4 Nf6 3. h5,"Modern Defense: Lizard Defense, Pirc-Diemer Gambit"
1634,B06,rnbq1rk1/ppppp2p/6pb/5P2/3P4/2N5/PPP2PPP/R2QKBNR w KQ,1. e4 g6 2. d4 Nh6 3. Nc3 f5 4. Bxh6 Bxh6 5. exf5 O-O,Modern Defense: Masur Gambit
1635,B06,rnbqk1nr/pp1pppbp/6p1/2p5/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq,1. e4 g6 2. d4 Bg7 3. Nc3 c5,Modern Defense: Modern Pterodactyl
1636,B06,rnbqk1nr/p1ppppbp/1p4p1/8/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq,1. e4 g6 2. d4 Bg7 3. Nf3 b6,Modern Defense: Mongredien Defense
1637,B06,rnbqk1nr/p1ppppbp/1p4p1/8/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq,1. e4 g6 2. d4 Bg7 3. Nc3 b6,"Modern Defense: Mongredien Defense, 2. d4 Bg7 3. Nc3 b6"
1638,A41,rnbqk1nr/pppp1pbp/6p1/4p3/2PPP3/8/PP3PPP/RNBQKBNR w KQkq,1. c4 g6 2. e4 Bg7 3. d4 e5,Modern Defense: Neo-Modern Defense
1639,B06,rnbqkb1r/pppppp1p/5np1/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq,1. e4 g6 2. d4 Nf6,Modern Defense: Norwegian Defense
1640,B06,rnbqkb1r/ppp1pp1p/3p2p1/4P2n/3P4/8/PPP1BPPP/RNBQK1NR w KQkq,1. e4 g6 2. d4 Nf6 3. e5 Nh5 4. Be2 d6,"Modern Defense: Norwegian Defense, Norwegian Gambit"
1641,B06,rnbqk1nr/ppp1ppbp/3p2p1/8/3PPP2/2N5/PPP3PP/R1BQKBNR b KQkq,1. e4 g6 2. d4 Bg7 3. Nc3 d6 4. f4,Modern Defense: Pseudo-Austrian Attack
1642,B06,rnb1k1nr/pp1pppbp/6p1/q1p5/3PP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq,1. e4 c5 2. Nf3 g6 3. d4 Bg7 4. Nc3 Qa5,Modern Defense: Pterodactyl Variation
1643,A41,rnbqk1nr/ppp1p1bp/3p2p1/5p2/2PPP3/2N5/PP3PPP/R1BQKBNR w KQkq,1. d4 g6 2. c4 Bg7 3. Nc3 d6 4. e4 f5,Modern Defense: Randspringer Variation
1644,A40,rnb1k1nr/pp1pppbp/1q4p1/2p5/2PPP3/5N2/PP3PPP/RNBQKB1R w KQkq,1. Nf3 c5 2. c4 g6 3. d4 Bg7 4. e4 Qb6,"Modern Defense: Semi-Averbakh Variation, Polish Variation"
1645,A40,rnb1k1nr/pp1pppbp/6p1/q1p5/2PPP3/5N2/PP3PPP/RNBQKB1R w KQkq,1. Nf3 c5 2. c4 g6 3. d4 Bg7 4. e4 Qa5+,"Modern Defense: Semi-Averbakh Variation, Pterodactyl Variation"
1646,A40,rnb1k1nr/pp2ppbp/3p2p1/q1P5/2P1P3/5N2/PP3PPP/RNBQKB1R w KQkq,1. Nf3 g6 2. d4 Bg7 3. e4 d6 4. c4 c5 5. dxc5 Qa5+,"Modern Defense: Semi-Averbakh Variation, Pterodactyl Variation Accepted"
1647,A40,rnb1k1nr/pp2ppbp/3p2p1/q1p5/2PPP3/5N2/PP2BPPP/RNBQK2R w KQkq,1. e4 g6 2. d4 Bg7 3. c4 c5 4. Nf3 d6 5. Be2 Qa5+,"Modern Defense: Semi-Averbakh Variation, Pterodactyl Variation Declined"
1648,B06,rnbqk1nr/ppp1ppbp/3p2p1/8/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq,1. e4 g6 2. d4 Bg7 3. Nc3 d6,Modern Defense: Standard Defense
1649,B06,rnbqk1nr/ppppppbp/6p1/8/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq,1. e4 g6 2. d4 Bg7 3. Nc3,Modern Defense: Standard Line
1650,B06,rnbqk1nr/ppppppbp/6p1/8/3PPP2/8/PPP3PP/RNBQKBNR b KQkq,1. e4 g6 2. d4 Bg7 3. f4,Modern Defense: Three Pawns Attack
1651,B06,rnbqk1nr/ppp1ppbp/3p2p1/8/3PP3/2N2N2/PPP2PPP/R1BQKB1R b KQkq,1. e4 g6 2. d4 Bg7 3. Nc3 d6 4. Nf3,Modern Defense: Two Knights Variation
1652,B06,rnbqk1nr/pp2ppbp/2pp2p1/8/3PP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq,1. e4 g6 2. d4 Bg7 3. Nc3 c6 4. Nf3 d6,"Modern Defense: Two Knights Variation, Suttles Variation"
1653,B06,rnb1k1nr/pp2ppbp/2pp2p1/6B1/3PP3/2N2N2/PqPQ1PPP/R3KB1R w KQkq,1. e4 g6 2. d4 Bg7 3. Nc3 d6 4. Nf3 c6 5. Bg5 Qb6 6. Qd2 Qxb2,"Modern Defense: Two Knights Variation, Suttles Variation, Tal Gambit"
1654,B06,rnbqk1nr/ppppppbp/6p1/8/3PP3/8/PPPB1PPP/RN1QKBNR b KQkq,1. e4 g6 2. d4 Bg7 3. Bd2,Modern Defense: Westermann Gambit
1655,B06,rnbqk1nr/ppppppbp/6p1/8/3PP3/3B4/PPP2PPP/RNBQK1NR b KQkq,1. e4 g6 2. d4 Bg7 3. Bd3,Modern Defense: Wind Gambit
1656,A40,rnbqkbnr/pppppppp/8/3P4/8/8/PPP1PPPP/RNBQKBNR w KQkq,1. d4 Nc6 2. d5 Nb8,Montevideo Defense
1657,D70,rnbqkb1r/ppp1pp1p/5np1/3p4/2PP4/6P1/PP2PP1P/RNBQKBNR w KQkq,1. d4 Nf6 2. c4 g6 3. g3 d5,Neo-Gruenfeld Defense
1658,D73,rnbqk2r/ppp1ppbp/5np1/3p4/2PP4/5NP1/PP2PPBP/RNBQK2R b KQkq,1. d4 Nf6 2. c4 g6 3. g3 Bg7 4. Bg2 d5 5. Nf3,"Neo-Gruenfeld Defense, with 5. Nf3"
1659,D77,rnbq1rk1/ppp1ppbp/5np1/3p4/2PP4/5NP1/PP2PPBP/RNBQ1RK1 b -,1. d4 Nf6 2. Nf3 g6 3. g3 Bg7 4. Bg2 O-O 5. O-O d5 6. c4,Neo-Gruenfeld Defense: Classical Variation
1660,D78,rnbq1rk1/ppp1ppbp/5np1/8/2pP4/5NP1/PP2PPBP/RNBQ1RK1 w -,1. d4 Nf6 2. Nf3 g6 3. g3 Bg7 4. Bg2 O-O 5. O-O d5 6. c4 dxc4,"Neo-Gruenfeld Defense: Classical Variation, Modern Defense"
1661,D78,rnbq1rk1/pp2ppbp/2p2np1/3p4/2PP4/5NP1/PP2PPBP/RNBQ1RK1 w -,1. d4 Nf6 2. c4 g6 3. Nf3 Bg7 4. g3 O-O 5. Bg2 c6 6. O-O d5,"Neo-Gruenfeld Defense: Classical Variation, Original Defense"
1662,D78,r1bq1rk1/ppp1ppbp/2n2np1/3p4/2PP4/5NP1/PP2PPBP/RNBQ1RK1 w -,1. d4 Nf6 2. Nf3 g6 3. g3 Bg7 4. Bg2 O-O 5. O-O d5 6. c4 Nc6,"Neo-Gruenfeld Defense: Classical Variation, Polgar Variation"
1663,D74,rnbq1rk1/ppp1ppbp/6p1/3n4/3P4/5NP1/PP2PPBP/RNBQ1RK1 b -,1. d4 Nf6 2. c4 g6 3. Nf3 Bg7 4. g3 O-O 5. Bg2 d5 6. cxd5 Nxd5 7. O-O,Neo-Gruenfeld Defense: Delayed Exchange Variation
1664,D76,rnbq1rk1/ppp1ppbp/1n4p1/8/3P4/5NP1/PP2PPBP/RNBQ1RK1 w -,1. d4 Nf6 2. c4 g6 3. Nf3 Bg7 4. g3 O-O 5. Bg2 d5 6. cxd5 Nxd5 7. O-O Nb6,"Neo-Gruenfeld Defense: Delayed Exchange Variation, 6. cxd5 Nxd5 7. O-O Nb6"
1665,D75,rnbq1rk1/pp2ppbp/6p1/2pn4/3P4/2N2NP1/PP2PPBP/R1BQ1RK1 b -,1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. Nf3 O-O 5. g3 d5 6. cxd5 Nxd5 7. Bg2 c5 8. O-O,"Neo-Gruenfeld Defense: Delayed Exchange Variation, 7. Bg2 c5 8. O-O"
1666,D75,rnbq1rk1/pp2ppbp/6p1/2Pn4/8/5NP1/PP2PPBP/RNBQ1RK1 b -,1. d4 Nf6 2. Nf3 g6 3. c4 Bg7 4. g3 O-O 5. Bg2 d5 6. cxd5 Nxd5 7. O-O c5 8. dxc5,"Neo-Gruenfeld Defense: Delayed Exchange Variation, 7. O-O c5 8. dxc5"
1667,D71,rnbqk2r/ppp1ppbp/6p1/3n4/3P4/6P1/PP2PPBP/RNBQK1NR w KQkq,1. d4 Nf6 2. c4 g6 3. g3 Bg7 4. Bg2 d5 5. cxd5 Nxd5,Neo-Gruenfeld Defense: Exchange Variation
1668,D72,rnbqk2r/ppp1ppbp/1n4p1/8/3PP3/6P1/PP2NPBP/RNBQK2R b KQkq,1. d4 Nf6 2. c4 g6 3. g3 Bg7 4. Bg2 d5 5. cxd5 Nxd5 6. e4 Nb6 7. Ne2,"Neo-Gruenfeld Defense: Exchange Variation, with 6. e4"
1669,D70,rnbqkb1r/ppp1pp1p/5np1/3p4/2PP4/5P2/PP2P1PP/RNBQKBNR w KQkq,1. d4 Nf6 2. c4 g6 3. f3 d5,Neo-Gruenfeld Defense: Goglidze Attack
1670,D70,rnbqkb1r/ppp1pp1p/5np1/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq,1. d4 Nf6 2. Nf3 g6 3. c4 d5,Neo-Gruenfeld Defense: Non- or Delayed Fianchetto
1671,D79,rnbq1rk1/pp2ppbp/5np1/3p4/3P4/5NP1/PP2PPBP/RNBQ1RK1 w -,1. d4 Nf6 2. c4 g6 3. Nf3 Bg7 4. g3 O-O 5. Bg2 c6 6. O-O d5 7. cxd5 cxd5,Neo-Gruenfeld Defense: Ultra-delayed Exchange Variation
1672,E20,rnbqkb1r/pppp1ppp/4pn2/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq,1. d4 Nf6 2. c4 e6 3. Nc3,Nimzo-Indian Defense
1673,E20,rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N5/PP2PPPP/R1BQKBNR w KQkq,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4,"Nimzo-Indian Defense, 2. c4 e6 3. Nc3 Bb4"
1674,E50,rnbq1rk1/pppp1ppp/4pn2/8/1bPP4/2N1PN2/PP3PPP/R1BQKB1R b KQ,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Nf3,"Nimzo-Indian Defense: 4. e3 O-O 5. Nf3, without ... d5"
1675,E57,r1bq1rk1/pp3ppp/2n1pn2/8/1bBp4/P1N1PN2/1P3PPP/R1BQ1RK1 w -,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Bd3 d5 6. Nf3 c5 7. O-O Nc6 8. a3 dxc4 9. Bxc4 cxd4,"Nimzo-Indian Defense: 4. e3, Main Line, with 8... dxc4 and 9... cxd4"
1676,E51,r1bq1rk1/ppp2ppp/2n1pn2/8/1bpP4/2NBPN2/PP3PPP/R1BQ1RK1 w -,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Bd3 d5 6. Nf3 Nc6 7. O-O dxc4,"Nimzo-Indian Defense: 4. e3, Ragozin Variation"
1677,E32,rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N5/PPQ1PPPP/R1B1KBNR b KQkq,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2,Nimzo-Indian Defense: Classical Variation
1678,E34,rnb1k2r/ppp2ppp/5n2/4pq2/1b1P4/2N2N2/PP2PPPP/R1BQKB1R w KQkq,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 d5 5. cxd5 Qxd5 6. Nf3 Qf5 7. Qd1 e5,"Nimzo-Indian Defense: Classical Variation, Belyavsky Gambit"
1679,E38,rnbqk2r/pp1p1ppp/4pn2/2p5/1bPP4/2N5/PPQ1PPPP/R1B1KBNR w KQkq,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 c5,"Nimzo-Indian Defense: Classical Variation, Berlin Variation"
1680,E39,rnbq1rk1/p2p1ppp/1p2pn2/2b5/2P2B2/P1N2N2/1PQ1PPPP/R3KB1R b KQ,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 c5 5. dxc5 O-O 6. a3 Bxc5 7. Nf3 b6 8. Bf4,"Nimzo-Indian Defense: Classical Variation, Berlin Variation, Macieja System"
1681,E39,rnbq1rk1/pp1p1ppp/4pn2/2P5/1bP5/2N5/PPQ1PPPP/R1B1KBNR w KQ,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 c5 5. dxc5 O-O,"Nimzo-Indian Defense: Classical Variation, Berlin Variation, Pirc Variation"
1682,E39,rnbqk2r/pp1p1ppp/4pn2/2P5/2P5/2b5/PPQ1PPPP/R1B1KBNR w KQkq,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 c5 5. dxc5 Bxc3+,"Nimzo-Indian Defense: Classical Variation, Berlin Variation, Steiner Variation"
1683,E32,rnbq1rk1/p1pp1ppp/1p2pn2/8/2PP4/P1Q5/1P2PPPP/R1B1KBNR w KQ,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 O-O 5. a3 Bxc3+ 6. Qxc3 b6,"Nimzo-Indian Defense: Classical Variation, Keres Defense"
1684,E33,r1bqk2r/ppp2ppp/2nppn2/8/1bPP4/2N2N2/PPQ1PPPP/R1B1KB1R w KQkq,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 Nc6 5. Nf3 d6,"Nimzo-Indian Defense: Classical Variation, Milner-Barry Variation"
1685,E34,rnbqk2r/ppp2ppp/4pn2/3p4/1bPP4/2N5/PPQ1PPPP/R1B1KBNR w KQkq,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 d5,"Nimzo-Indian Defense: Classical Variation, Noa Variation"
1686,E36,rnbqk2r/ppp2ppp/4pn2/3p4/1bPP4/P1N5/1PQ1PPPP/R1B1KBNR b KQkq,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 d5 5. a3,"Nimzo-Indian Defense: Classical Variation, Noa Variation, 4. Qc2 d5 5. a3"
1687,E37,rnbqk2r/ppp2ppp/4p3/3p4/2PPn3/P7/1PQ1PPPP/R1B1KBNR b KQkq,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 d5 5. a3 Bxc3+ 6. Qxc3 Ne4 7. Qc2,"Nimzo-Indian Defense: Classical Variation, Noa Variation, 6. Qxc3 Ne4 7. Qc2"
1688,E36,r1bqk2r/ppp2ppp/2n1pn2/3p4/2PP4/P1Q5/1P2PPPP/R1B1KBNR w KQkq,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 d5 5. a3 Bxc3+ 6. Qxc3 Nc6,"Nimzo-Indian Defense: Classical Variation, Noa Variation, Botvinnik Variation"
1689,E37,r1bqk2r/ppp2ppp/2n5/3pp3/2PPn3/P3P3/1PQ2PPP/R1B1KBNR w KQkq,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 d5 5. a3 Bxc3+ 6. Qxc3 Ne4 7. Qc2 Nc6 8. e3 e5,"Nimzo-Indian Defense: Classical Variation, Noa Variation, San Remo Variation"
1690,E32,rnbq1rk1/p1pp1ppp/4pn2/1p6/2PP4/P1Q5/1P2PPPP/R1B1KBNR w KQ,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 O-O 5. a3 Bxc3+ 6. Qxc3 b5,"Nimzo-Indian Defense: Classical Variation, Vitolins-Adorjan Gambit"
1691,E33,r1bqk2r/pppp1ppp/2n1pn2/8/1bPP4/2N5/PPQ1PPPP/R1B1KBNR w KQkq,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 Nc6,"Nimzo-Indian Defense: Classical Variation, Zurich Variation"
1692,E35,rnbqk2r/ppp2ppp/5n2/3p4/1b1P4/2N5/PPQ1PPPP/R1B1KBNR w KQkq,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 d5 5. cxd5 exd5,"Nimzo-Indian Defense: Classical, Noa Variation, 5. cxd5 exd5"
1693,E36,rnbqk2r/ppp2ppp/4p3/3p4/2PPn3/P1Q5/1P2PPPP/R1B1KBNR w KQkq,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 d5 5. a3 Bxc3+ 6. Qxc3 Ne4,"Nimzo-Indian Defense: Classical, Noa Variation, Main Line"
1694,E44,rnbqk2r/p1pp1ppp/1p2pn2/8/1bPP4/2N1P3/PP2NPPP/R1BQKB1R b KQkq,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 b6 5. Ne2,Nimzo-Indian Defense: Fischer Variation
1695,E41,rnbqk2r/pp1p1ppp/4pn2/2p5/1bPP4/2N1P3/PP3PPP/R1BQKBNR w KQkq,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 c5,Nimzo-Indian Defense: Huebner Variation
1696,E41,r1bqk2r/pp3ppp/2nppn2/2p5/2PP4/2PBPN2/P4PPP/R1BQK2R w KQkq,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 c5 5. Bd3 Nc6 6. Nf3 Bxc3+ 7. bxc3 d6,"Nimzo-Indian Defense: Huebner Variation, Main Line"
1697,E42,rnbqk2r/pp1p1ppp/4pn2/2p5/1bPP4/2N1P3/PP2NPPP/R1BQKB1R b KQkq,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 c5 5. Ne2,"Nimzo-Indian Defense: Huebner Variation, Rubinstein Variation"
1698,E42,rnbq1rk1/pp1p1ppp/4pn2/8/1bPP4/P1N5/1P2NPPP/R1BQKB1R b KQ,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 c5 5. Ne2 cxd4 6. exd4 O-O 7. a3,"Nimzo-Indian Defense: Huebner Variation, Rubinstein Variation, Main Line"
1699,E42,rnbq1rk1/pp1p1ppp/4pn2/2P5/1b1P4/2N5/PP2NPPP/R1BQKB1R b KQ,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 c5 5. Ne2 cxd4 6. exd4 O-O 7. c5,"Nimzo-Indian Defense: Huebner Variation, Rubinstein Variation, Sherbakov Attack"
1700,E20,rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N2P2/PP2P1PP/R1BQKBNR b KQkq,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. f3,Nimzo-Indian Defense: Kmoch Variation
1701,E30,rnbqk2r/pppp1ppp/4pn2/6B1/1bPP4/2N5/PP2PPPP/R2QKBNR b KQkq,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Bg5,Nimzo-Indian Defense: Leningrad Variation
1702,E30,rnbqk2r/p2p1pp1/4pn1p/1ppP4/1bP4B/2N5/PP2PPPP/R2QKBNR w KQkq,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Bg5 h6 5. Bh4 c5 6. d5 b5,"Nimzo-Indian Defense: Leningrad Variation, Averbakh Gambit"
1703,E31,rnbqk2r/pp3pp1/3ppn1p/2pP4/1bP4B/2N5/PP2PPPP/R2QKBNR w KQkq,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Bg5 h6 5. Bh4 c5 6. d5 d6,"Nimzo-Indian Defense: Leningrad Variation, Benoni Defense"
